drug,pearson,spearman
BRD-K09877029-001-01-2::2.5::HTS,0.13296988688436664,0.1680613159860989
BRD-K21025364-001-04-9::2.5::HTS,0.08870457438837938,0.09859823835828192
BRD-K21025364-001-05-6::2.44::HTS,0.0967229585384936,0.09534847781560316
BRD-K43578482-001-01-4::2.5::HTS,0.04328200597802592,0.09682919579416636
BRD-K79239947-001-06-8::2.5::HTS,-0.06704371596504273,-0.08229474317745394
BRD-K99545815-001-06-3::2.5::HTS,0.059574778929545116,0.06736540709447578
