DepMap_ID,BRD-K09877029-001-01-2::2.5::HTS,BRD-K21025364-001-04-9::2.5::HTS,BRD-K21025364-001-05-6::2.44::HTS,BRD-K43578482-001-01-4::2.5::HTS,BRD-K79239947-001-06-8::2.5::HTS,BRD-K99545815-001-06-3::2.5::HTS
ACH-000407,-2.52297600042,-2.60156021649,-0.859861268363,-0.74593328719,-0.0658670586633,-2.07540361876
ACH-000408,0.278747677499,-1.7047237009,-2.24603875706,-0.032672330546,0.778222493025,-1.42281205458
ACH-000409_FAILED_STR,0.789666095213,0.00311057520074,-1.15045142753,0.976750603074,0.556357382135,0.0590669961711
ACH-000411,-0.178190952119,-4.11625630773,-0.480530708171,-0.0156071168653,0.423077929202,-0.500304948717
ACH-000414,-2.12761556753,-3.12798840152,-3.02694989358,-1.15165100934,-0.655339545104,-1.41766866327
ACH-000415,-1.59922316567,-0.498840961371,-0.916368984217,-0.116314954942,-1.41998334571,-1.0761656342
ACH-000416,-0.416673810527,-0.564215175033,,0.393319490941,-0.0635574617846,-0.960779301351
ACH-000417,0.58662573838,-2.02305475883,-2.11531919432,1.0145581808,1.42164225791,0.828172700972
ACH-000418,0.0128665631892,-2.41724240173,0.672618594428,-0.827526390848,-0.748312432767,-0.0273081731217
ACH-000420,-0.243321512747,-0.952771072843,-1.19392258613,0.26083167933,-0.0896126151303,-0.466622807191
ACH-000421,-1.05299217193,-1.20561523646,0.102119859761,0.116835032045,0.227158322863,-0.315642613328
ACH-000423,-0.00282872965689,-1.78277181311,-0.855707936181,0.595283142635,0.972318735847,0.885300586126
ACH-000425,-0.7575423676,-1.92223810924,-3.4168690813,-0.313944569787,0.142382092917,-1.82406937807
ACH-000427,1.02184771211,0.938361512662,-1.28549387828,1.48978562714,0.577392747012,-1.03600505424
ACH-000428,-0.0935257540479,-1.53085334392,-1.48115035488,-0.178154984652,0.71695011443,-0.726927249143
ACH-000429,1.59944600087,1.36461442601,0.77969255046,1.60981797375,1.83467856926,1.84233634753
ACH-000430,-0.922019416867,-1.91150797299,-2.80068854008,-1.76303501811,-0.315807249374,-3.21169666884
ACH-000433,0.751818709203,-0.345928341282,-1.86567815901,-0.010492756615,1.09675538572,0.11193832902
ACH-000434,-0.101920762948,-0.25102973529,0.822463282457,0.0528314020553,0.494904523804,-0.558313932167
ACH-000435,-0.931128229061,-3.72139788662,-1.91888830941,-0.000768064256378,-0.287242973174,-0.457649085053
ACH-000437,-0.0773632301241,-1.10322582985,-0.797314089455,-0.239508647962,-0.0986919041891,-2.29818848223
ACH-000441,-0.736704100281,-1.89589897133,-1.03151281502,-0.195089182994,-0.561650754794,-0.262695371776
ACH-000443,0.132378328809,1.26815114852,0.21308912202,0.95058673025,-0.292701924292,-0.375678827029
ACH-000444,-1.52975318462,-1.36120816016,-1.72297651341,-0.451568197672,-0.77763680359,0.467109160651
ACH-000445,0.0348988665123,-0.923528745477,0.252948100109,0.861918812389,0.173895994604,-1.09888120415
ACH-000446,2.60872196382,,,,,-1.07586205672
ACH-000447,-1.5415738836,-1.89654128456,-1.40779253663,0.194368910718,0.541489807758,-0.0667533655666
ACH-000449,0.498544783383,-2.14548238141,,-0.314206037479,-1.11341260344,-0.929978759809
ACH-000450,-0.364471741109,,-1.93013654494,0.0257477494304,-0.0929525786185,-2.30711771846
ACH-000452,0.273470075967,-0.0566180401812,-2.97911855289,1.1876268261,0.881884469741,-0.609931627412
ACH-000454,-0.369798799462,-3.0087872036,-2.74061521107,-0.780641799109,-0.200550761124,-1.83064482954
ACH-000456,-0.196483813868,-2.59664985639,-1.22260669086,0.342814186803,-0.0910272173543,-1.86424427367
ACH-000457,0.427818465651,-0.471199310777,-1.32063067369,0.831003163061,0.667921227145,-0.381719638727
ACH-000458,0.102075119332,-4.94227395547,-3.85037932136,0.322775463941,0.70072298161,-2.85428300485
ACH-000460_FAILED_STR,0.236516941658,-2.26021464794,-2.19723673589,0.0777391816001,0.655443701848,-0.857034996852
ACH-000461,-0.860766743635,-1.37265229538,-1.81571258226,-0.428953635373,0.361889798664,0.0266873282226
ACH-000463,-3.29809096894,-4.63561480148,-4.66522475942,-1.12098380545,-0.31331426271,-3.34382621873
ACH-000464,-0.459129262186,-2.18422440002,-1.34541921032,0.208824347647,0.428853562666,0.475327704469
ACH-000466,-0.318744991935,-0.815429495052,-2.01228751363,0.565954884461,0.197053926311,0.422836875013
ACH-000467,-0.242872004323,-2.49937034559,-0.408772293325,0.161212164636,1.14675585377,-0.515330982225
